price,square_feet,bedrooms,bathrooms,cat_apart,cat_home,cat_short,clubhouse,fireplace,gated,balcony,sport,gym,pool,parking,laundry,tv,elevator,wood_floor,pets_allowed,metro_area,source,id
775,743,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5664578702
922,750,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5664595031
858,765,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5664579703
640,766,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5668617867
835,777,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5664570084
629,800,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5664581368
1200,840,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5668618357
1095,840,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5668616400
2075,850,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentdigs,5508883862
1140,850,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5653564211
980,850,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5664596605
4995,870,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,rentlingo,5668624119
1650,880,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5668618385
1850,900,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5668626845
750,900,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5668614366
1387,950,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5664594910
1050,950,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5642313126
1295,951,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentdigs,5509264858
778,962,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5668616118
1150,970,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5668622410
758,996,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5664597494
1100,1000,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,rentlingo,5659901638
990,1000,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5659917065
791,1002,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5668617913
1120,1010,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5668618463
4195,1025,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5668627206
900,1050,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5668626585
1315,1066,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5664595021
902,1072,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5668618611
1206,1087,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5664595024
700,1100,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5668612239
1482,1193,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5668642139
2550,1200,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,rentlingo,5659901602
1780,1234,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentdigs,5509258013
1150,1255,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5668634529
905,1271,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5668625665
901,1280,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5659899054
5995,1300,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5668627218
1800,1300,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5668618166
1699,1310,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5668636276
4200,1320,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5668627306
975,1324,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5668623203
1350,1391,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5668631954
1700,1400,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5648119017
2050,1438,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5664590189
1450,1460,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,rentlingo,5668626665
950,1496,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5668627259
1850,1500,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5642319942
1500,1500,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5642319976
1225,1550,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,listedbuy,5631135593
4050,1552,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5668627264
3950,1552,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5668627296
1225,1566,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,listedbuy,5631121166
1100,1567,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,listanza,5667221842
2500,1615,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,listedbuy,5659283093
771,1621,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5668612422
1450,1632,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5664580701
2098,1764,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5668626533
1400,1869,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5664581453
4500,2050,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5668627160
1700,2054,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5668629131
2200,2100,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5664581624
8800,2916,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,rentlingo,5668626670
3195,4000,9,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5668627243
1455,770,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5664576891
975,1000,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5664571059
2295,1126,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5664579640
2295,1126,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5664579635
2625,1850,5,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5668619766
2895,1488,4,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,rentdigs,5509096214
2595,1025,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,rentdigs,5509135977
1304,951,2,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,rentdigs,5509259584
699,348,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5664571373
1125,357,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,rentlingo,5659895845
720,369,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5664571040
1242,400,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,rentlingo,5668625256
750,414,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5664571468
1130,415,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,rentlingo,5668625224
805,422,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5668615249
739,448,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5668615244
899,550,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5664568577
1073,581,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5668623877
830,600,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5668625791
1495,628,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,rentlingo,5659898866
1526,856,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,rentlingo,5664577718
2295,1126,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rentlingo,5664576894
642,1193,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5668612218
725,1306,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,rentlingo,5668618584
1655,346,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668612782
689,480,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,rentlingo,5668621386
1250,546,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,rentlingo,5668618829
840,549,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,rentlingo,5668621449
780,555,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,rentlingo,5668618693
840,573,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,rentlingo,5668621590
915,580,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,rentdigs,5508818313
712,600,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668619053
539,600,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668619105
860,678,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,rentlingo,5668621578
975,680,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668614552
1365,725,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668612861
960,728,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668614566
1050,760,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,rentlingo,5668621395
1550,800,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,rentlingo,5664579797
400,808,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,rentlingo,5668618648
990,819,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,rentlingo,5668621627
1242,850,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,rentdigs,5508797375
1250,1025,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668614542
1570,1052,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5664574507
3500,1100,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,rentlingo,5668610859
1675,1593,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5664578394
1299,1728,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668617384
1550,635,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,rentlingo,5668612833
959,800,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,rentlingo,5668610269
1645,750,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,rentlingo,5668614425
999,561,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,rentlingo,5668610277
935,502,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5668616950
1050,545,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5668614949
530,564,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5668614920
1335,700,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5668612744
1275,700,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5668612774
1575,720,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5668612739
1220,724,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5668616663
1320,1099,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5668618029
750,493,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5664576412
935,500,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5668614860
829,550,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5668613513
1345,687,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,rentlingo,5668613762
945,702,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5668614712
630,730,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5668614485
1665,746,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5668616103
995,750,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5668613342
679,750,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5668611135
1295,752,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5668616033
1356,780,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5664567594
1089,780,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5668611242
763,786,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,rentlingo,5668614335
879,800,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5668609966
834,903,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5668615127
858,681,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5668609921
1430,687,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5668613973
789,600,2,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,rentlingo,5668611194
1399,850,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,rentlingo,5668620378
5790,1150,2,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,rentdigs,5508735472
1480,997,3,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,rentdigs,5508786668
820,777,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,rentlingo,5668614935
4200,485,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,rentlingo,5668623402
660,500,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,rentlingo,5668618241
3995,570,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,rentlingo,5668623840
3695,600,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,rentlingo,5668622347
4195,609,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,rentlingo,5668624085
2100,700,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,realrentals,5544491372
841,720,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668623847
955,750,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668616234
800,753,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668618615
1022,820,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668614016
800,875,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5664571167
1255,1050,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,rentlingo,5668624955
1099,1050,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668622833
1335,1060,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668616394
1039,1072,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668620369
1000,1073,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668614370
1149,1101,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,rentlingo,5664572751
3300,1114,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,rentlingo,5664575756
1125,1120,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668617321
775,1140,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668618567
1249,1367,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5659899033
4450,1555,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,rentlingo,5668610968
1549,2020,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668619630
1299,2200,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668624263
3095,378,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,rentlingo,5664572139
1175,1104,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668610813
1875,732,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,rentlingo,5668612839
950,780,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,rentdigs,5509084467
1999,794,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668615431
880,562,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5664571457
525,640,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rentlingo,5668617862
1575,961,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,rentlingo,5664577794
1700,1750,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,rentdigs,5509097729
1626,505,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,rentlingo,5668624906
780,620,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,rentlingo,5668614438
1028,542,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,rentlingo,5668626180
635,450,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,rentlingo,5668615037
1125,461,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,rentlingo,5668612207
1635,500,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,rentlingo,5664580001
941,627,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,rentlingo,5668611527
850,674,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,rentlingo,5668617802
1565,709,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,rentlingo,5668613964
640,724,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,listedbuy,5661941667
2220,783,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,rentlingo,5664579723
809,570,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,rentlingo,5668611307
1050,579,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,rentlingo,5668611837
900,677,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,rentlingo,5668627685
1299,684,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,rentlingo,5668613848
905,685,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,rentlingo,5668643222
1294,735,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,rentlingo,5668616803
2205,800,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,rentlingo,5668613889
2750,1590,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,rentlingo,5659901543
4600,2000,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,rentlingo,5668626689
6900,5700,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,rentlingo,5668627239
1445,722,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,rentlingo,5668615334
1965,614,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,rentdigs,5509147518
1940,614,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,rentdigs,5509147412
1695,232,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668612110
2195,313,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668613088
2695,332,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5664572160
2295,332,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668623688
2895,380,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668624069
2895,381,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668613041
2495,398,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668623772
2450,400,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rentlingo,5668626787
2495,408,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668613108
2895,419,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668613146
2695,429,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668613128
1549,431,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668624600
3095,432,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668613068
2795,441,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668622005
3595,454,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668622045
3195,471,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5664568253
3300,472,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,rentlingo,5664571431
510,500,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gosection8,5668275364
3900,529,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5664567472
3395,541,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5664572343
4200,549,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668624030
3795,577,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668623282
2295,600,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rentlingo,5668626476
2000,603,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rentlingo,5668626679
3395,613,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5664572487
630,625,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gosection8,5668275359
3995,633,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,rentlingo,5668624117
2000,650,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668626826
800,650,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rentlingo,5668640079
4200,660,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668612998
2250,670,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,rentlingo,5668626989
875,674,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,rentdigs,5509099380
3495,675,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668617597
2200,691,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,rentlingo,5668627047
1140,700,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,rentlingo,5668613898
761,727,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rentlingo,5668614908
1595,736,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,rentlingo,5668626698
3895,739,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,rentlingo,5668613150
2100,777,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rentlingo,5668626403
1795,800,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,rentlingo,5668626701
999,800,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,rentlingo,5659899024
650,806,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,rentlingo,5668612161
2195,816,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668626831
1150,816,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,listedbuy,5632754946
1395,850,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,listedbuy,5665205723
5095,851,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668613135
3100,857,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668626805
4695,860,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668622121
2400,860,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rentlingo,5668626693
910,870,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,listedbuy,5639929972
1450,880,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,listedbuy,5644645881
1994,892,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,rentlingo,5668627006
5195,894,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,rentlingo,5668613037
2950,900,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rentlingo,5668626483
5000,914,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,rentlingo,5668624057
